date,returns,true_volatility,regime
2016-06-30,-0.00698601,0.00787126,1
2016-07-01,-0.00225365,0.00782777,1
2016-07-04,0.002844,0.00763616,1
2016-07-05,-0.00839272,0.00745337,1
2016-07-06,0.00154712,0.00751281,1
2016-07-07,0.00919139,0.00731909,1
2016-07-08,-3.569e-05,0.00740081,1
2016-07-11,0.00618163,0.00720719,1
2016-07-12,0.00847373,0.00714404,1
2016-07-13,-0.00013616,0.00719758,1
2016-07-14,-0.00561618,0.00701344,1
2016-07-15,0.00337661,0.00696385,1
2016-07-18,-0.0002327,0.0068245,1
2016-07-19,-0.00593554,0.00665791,1
2016-07-20,0.00681061,0.00664597,1
2016-07-21,-0.0039935,0.00664805,1
2016-07-22,0.00225623,0.00655931,1
2016-07-25,0.00850187,0.00641904,1
2016-07-26,-0.00095949,0.00653325,1
2016-07-27,-0.00123463,0.00638552,1
2016-07-28,0.00137411,0.00624807,1
2016-07-29,0.00151019,0.00611256,1
2016-08-01,-0.00238484,0.00598508,1
2016-08-02,-0.0048936,0.00588847,1
2016-08-03,-0.00981807,0.0058818,1
2016-08-04,0.00542928,0.00618811,1
2016-08-05,0.00262263,0.00615854,1
2016-08-08,-0.00313069,0.00604503,1
2016-08-09,-0.00915149,0.00596431,1
2016-08-10,0.00481134,0.00620881,1
2016-08-11,-4.159e-05,0.00615374,1
2016-08-12,-0.00196843,0.0060186,1
2016-08-15,0.0079043,0.00591145,1
2016-08-16,-0.00165695,0.00603244,1
2016-08-17,0.00505732,0.00591899,1
2016-08-18,-0.00222366,0.00589183,1
2016-08-19,0.00468231,0.00579674,1
2016-08-22,-0.00030962,0.00576283,1
2016-08-23,-0.00453456,0.00564837,1
2016-08-24,0.00445076,0.00564265,1
2016-08-25,0.0023013,0.00561,1
2016-08-26,0.00274852,0.0055199,1
2016-08-29,0.00331644,0.00544392,1
2016-08-30,0.00352516,0.00538671,1
2016-08-31,-0.00128607,0.00533906,1
2016-09-01,-0.00140762,0.00525699,1
2016-09-02,0.00176488,0.00518143,1
2016-09-05,-0.00348424,0.00510639,1
2016-09-06,-0.00049493,0.00509568,1
2016-09-07,0.00328526,0.00501796,1
2016-09-08,-0.00821992,0.00498628,1
2016-09-09,-0.00251489,0.00526802,1
2016-09-12,-0.00449302,0.00521589,1
2016-09-13,-0.00973078,0.00523926,1
2016-09-14,0.00085748,0.00561775,1
2016-09-15,0.00029826,0.00551049,1
2016-09-16,0.00522538,0.0054074,1
2016-09-19,-0.0104373,0.00542274,1
2016-09-20,-0.00404985,0.00584056,1
2016-09-21,-0.00031522,0.00580262,1
2016-09-22,0.00236243,0.00568616,1
2016-09-23,0.00708298,0.00559301,1
2016-09-26,-0.00924167,0.00569144,1
2016-09-27,0.0022303,0.00597304,1
2016-09-28,0.00478016,0.00586226,1
2016-09-29,-0.00219789,0.00582787,1
2016-09-30,-0.00184395,0.00573573,1
2016-10-03,-0.00173112,0.00564141,1
2016-10-04,-0.00504061,0.00555013,1
2016-10-05,-0.00484919,0.00557439,1
2016-10-06,0.00014816,0.00558788,1
2016-10-07,0.00840046,0.00548086,1
2016-10-10,-0.00375437,0.00567608,1
2016-10-11,0.0025364,0.00563778,1
2016-10-12,0.00219465,0.00555065,1
2016-10-13,-0.00416633,0.00546191,1
2016-10-14,8.056e-05,0.00545359,1
2016-10-17,-0.00285684,0.0053537,1
2016-10-18,0.00625724,0.00530604,1
2016-10-19,0.00305252,0.00538124,1
2016-10-20,-0.00558118,0.00532067,1
2016-10-21,0.00830538,0.00539048,1
2016-10-24,-0.00590505,0.00558816,1
2016-10-25,-0.00605153,0.00565391,1
2016-10-26,0.00152255,0.00572243,1
2016-10-27,-0.00966777,0.00561504,1
2016-10-28,-0.01636428,0.00594049,1
2016-10-31,0.00766523,0.00690682,1
2016-11-01,0.00052652,0.00693377,1
2016-11-02,-0.00571464,0.00676124,1
2016-11-03,0.00631339,0.00673225,1
2016-11-04,-0.01027872,0.00670511,1
2016-11-07,0.00430277,0.00695751,1
2016-11-08,0.00485103,0.00684248,1
2016-11-09,-0.00271417,0.00675113,1
2016-11-10,0.00021121,0.0066213,1
2016-11-11,-0.00942065,0.00646321,1
2016-11-14,0.00188837,0.00667634,1
2016-11-15,-0.0050111,0.0065253,1
2016-11-16,-0.00611828,0.00648146,1
2016-11-17,-0.00087512,0.00649064,1
2016-11-18,0.0042574,0.00634417,1
2016-11-21,-7.909e-05,0.00626212,1
2016-11-22,0.00627689,0.00612179,1
2016-11-23,0.00215976,0.00613507,1
2016-11-24,0.0069001,0.00601476,1
2016-11-25,0.00850058,0.00606819,1
2016-11-28,0.00747442,0.00621352,1
2016-11-29,-0.00692479,0.00628322,1
2016-11-30,0.00984531,0.00635022,1
2016-12-01,-0.00409899,0.00656187,1
2016-12-02,-0.00817067,0.00648164,1
2016-12-05,-0.0084896,0.00660745,1
2016-12-06,0.01035783,0.00674279,1
2016-12-07,-0.00275386,0.00695274,1
2016-12-08,-0.01253128,0.00681345,1
2016-12-09,0.00556758,0.00723917,1
2016-12-12,0.00804201,0.00715014,1
2016-12-13,-0.00393728,0.00717933,1
2016-12-14,-0.00449396,0.00705921,1
2016-12-15,0.00216367,0.00696371,1
2016-12-16,-0.00381795,0.00680239,1
2016-12-19,0.00302873,0.00669935,1
2016-12-20,-0.00173804,0.00656596,1
2016-12-21,0.00948799,0.00642664,1
2016-12-22,0.00621861,0.00660542,1
2016-12-23,0.00051437,0.00658246,1
2016-12-26,-0.00709898,0.00642636,1
2016-12-27,0.00019501,0.00649188,1
2016-12-28,0.00304918,0.00633995,1
2016-12-29,0.00011836,0.00622569,1
2016-12-30,-0.00153939,0.00608668,1
2017-01-02,0.00421732,0.00596854,1
2017-01-03,-0.00486779,0.00590738,1
2017-01-04,-0.00547489,0.00589827,1
2017-01-05,-7.286e-05,0.00591793,1
2017-01-06,-0.00968483,0.00579459,1
2017-01-09,0.00260511,0.00610014,1
2017-01-10,-0.0069469,0.00598937,1
2017-01-11,-0.00151351,0.00608172,1
2017-01-12,-0.00170821,0.00596344,1
2017-01-13,-0.01224116,0.00585448,1
2017-01-16,-0.00453334,0.00638277,1
2017-01-17,0.0045611,0.00632898,1
2017-01-18,-0.00671804,0.00625779,1
2017-01-19,0.00573319,0.00631517,1
2017-01-20,-0.00364295,0.00629012,1
2017-01-23,0.0019523,0.00621075,1
2017-01-24,0.0058286,0.00608357,1
2017-01-25,-0.00472604,0.00607843,1
2017-01-26,-0.01605986,0.00605178,1
2017-01-27,0.00233775,0.00696008,1
2017-01-30,0.01597547,0.00680142,1
2017-01-31,0.00865574,0.00750381,1
2017-02-01,-0.00361503,0.00754033,1
2017-02-02,0.0023208,0.00739209,1
2017-02-03,0.00682152,0.00721264,1
2017-02-06,0.00047313,0.00717685,1
2017-02-07,-0.0001203,0.00699308,1
2017-02-08,0.00467777,0.00681827,1
2017-02-09,-0.0046529,0.00672256,1
2017-02-10,-0.00174515,0.00665251,1
2017-02-13,-0.00497044,0.006509,1
2017-02-14,-0.00302151,0.00646454,1
2017-02-15,-0.00185404,0.0063574,1
2017-02-16,0.00347049,0.00623052,1
2017-02-17,0.01452096,0.00613226,1
2017-02-20,-0.00606817,0.00678853,1
2017-02-21,-0.00200831,0.00677391,1
2017-02-22,0.01192949,0.00662875,1
2017-02-23,0.00720517,0.00697329,1
2017-02-24,-0.01769862,0.00697187,1
2017-02-27,-0.00392036,0.00789949,1
2017-02-28,0.00293204,0.00774109,1
2017-03-01,0.00692306,0.00755487,1
2017-03-02,-0.00577648,0.0075016,1
2017-03-03,-0.00446783,0.00742839,1
2017-03-06,0.00053242,0.00731129,1
2017-03-07,0.00700475,0.0071215,1
2017-03-08,0.01437539,0.00710024,1
2017-03-09,-0.00570629,0.00760199,1
2017-03-10,-0.0065376,0.00751989,1
2017-03-13,0.01197154,0.0074785,1
2017-03-14,-0.00098519,0.00773461,1
2017-03-15,0.01609273,0.00753121,1
2017-03-16,-0.00674215,0.00813752,1
2017-03-17,-0.01332943,0.0080662,1
2017-03-20,0.01664471,0.00841411,1
2017-03-21,-0.01288547,0.00895538,1
2017-03-22,0.00523408,0.00918029,1
2017-03-23,0.00369978,0.0089775,1
2017-03-24,0.00647056,0.00874825,1
2017-03-27,-0.01098712,0.00860688,1
2017-03-28,-0.00601587,0.00873286,1
2017-03-29,-0.00601057,0.00859761,1
2017-03-30,0.01378376,0.0084697,1
2017-03-31,0.00142016,0.00876384,1
2017-04-03,-0.00655659,0.00851418,1
2017-04-04,-0.008257,0.00841234,1
2017-04-05,-0.00020886,0.00839493,1
2017-04-06,-0.01953512,0.0081581,1
2017-04-07,-0.00617351,0.00908666,1
2017-04-10,0.01083721,0.00893773,1
2017-04-11,-0.00019933,0.00899126,1
2017-04-12,-0.00297843,0.00872905,1
2017-04-13,-0.00261878,0.00850882,1
2017-04-14,-0.0038042,0.00829204,1
2017-04-17,0.0040011,0.00811092,1
2017-04-18,-0.0113012,0.00792886,1
2017-04-19,-0.00477599,0.00813607,1
2017-04-20,-0.007705,0.00799063,1
2017-04-21,-0.01030285,0.007974,1
2017-04-24,0.00121853,0.00810893,1
2017-04-25,0.00226628,0.00788633,1
2017-04-26,-0.00061737,0.00768335,1
2017-04-27,0.00392128,0.00747954,1
2017-04-28,0.01160936,0.00732688,1
2017-05-01,-0.00307337,0.00757103,1
2017-05-02,-0.00169539,0.0074079,1
2017-05-03,0.0016371,0.00722736,1
2017-05-04,-0.00459745,0.00704753,1
2017-05-05,0.00793688,0.0069563,1
2017-05-08,-0.00761572,0.00699421,1
2017-05-09,0.00412035,0.00704468,1
2017-05-10,-0.00314136,0.00691978,1
2017-05-11,0.00026451,0.00679144,1
2017-05-12,-0.00628114,0.00662534,1
2017-05-15,0.00905462,0.00663235,1
2017-05-16,-0.00344233,0.00676321,1
2017-05-17,0.00064804,0.00665127,1
2017-05-18,0.00237338,0.0064922,1
2017-05-19,-0.00011248,0.00635714,1
2017-05-22,0.00651919,0.00621231,1
2017-05-23,-0.00124781,0.00623099,1
2017-05-24,0.00912532,0.00610141,1
2017-05-25,0.00911849,0.00628615,1
2017-05-26,0.00354217,0.00645274,1
2017-05-29,-0.01565101,0.00634419,1
2017-05-30,-0.00232994,0.00715214,1
2017-05-31,-0.00313436,0.00699416,1
2017-06-01,0.00580581,0.00686176,1
2017-06-02,-0.00865717,0.00680467,1
2017-06-05,-0.00373531,0.00693353,1
2017-06-06,0.0033796,0.00682077,1
2017-06-07,-0.00322538,0.00668883,1
2017-06-08,-0.00030839,0.00657495,1
2017-06-09,0.01728903,0.00642047,1
2017-06-12,-0.00467344,0.00733268,1
2017-06-13,-0.00469806,0.00722781,1
2017-06-14,0.00306279,0.00712975,1
2017-06-15,-0.00169078,0.00697543,1
2017-06-16,-0.00731735,0.00681534,1
2017-06-19,0.01213182,0.00686284,1
2017-06-20,0.00270761,0.00719731,1
2017-06-21,0.00020961,0.00703314,1
2017-06-22,0.0020436,0.00685587,1
2017-06-23,0.00158295,0.00669811,1
2017-06-26,0.0103336,0.00654267,1
2017-06-27,0.01046136,0.0067708,1
2017-06-28,0.00243269,0.00698551,1
2017-06-29,-0.00032595,0.00682707,1
2017-06-30,0.00054387,0.00666077,1
2017-07-03,0.01140997,0.00650102,1
2017-07-04,0.00144996,0.00681736,1
2017-07-05,0.00655462,0.00665501,1
2017-07-06,0.00187459,0.00664416,1
2017-07-07,-0.00787789,0.00649452,1
2017-07-10,-0.00170194,0.00660077,1
2017-07-11,-0.00067725,0.00645915,1
2017-07-12,0.011016,0.00631252,1
2017-07-13,0.01204125,0.00661817,1
2017-07-14,-0.00143851,0.00697331,1
2017-07-17,0.00773991,0.00680986,1
2017-07-18,-0.00295497,0.00684804,1
2017-07-19,0.00627663,0.00671883,1
2017-07-20,0.00052102,0.00669094,1
2017-07-21,0.01919254,0.00652973,1
2017-07-24,-0.0102616,0.00764847,1
2017-07-25,-0.00319498,0.00780907,1
2017-07-26,0.00251033,0.00763699,1
2017-07-27,-0.00022481,0.00744884,1
2017-07-28,-0.01316482,0.00725362,1
2017-07-31,-0.00016537,0.00768095,1
2017-08-01,-0.00260943,0.00747516,1
2017-08-02,0.00593712,0.00730684,1
2017-08-03,-0.00475034,0.00722782,1
2017-08-04,0.00107133,0.00713161,1
2017-08-07,-0.00636108,0.00695193,1
2017-08-08,0.00550894,0.00694009,1
2017-08-09,-0.0012507,0.00686658,1
2017-08-10,0.00192437,0.00670594,1
2017-08-11,0.00246248,0.00655391,1
2017-08-14,0.00468791,0.00641723,1
2017-08-15,-0.0036316,0.00634514,1
2017-08-16,0.00779946,0.00626222,1
2017-08-17,-0.0074526,0.00634685,1
2017-08-18,0.00071928,0.00643955,1
2017-08-21,0.0079421,0.00629078,1
2017-08-22,0.00303482,0.00638152,1
2017-08-23,-0.00442579,0.00626475,1
2017-08-24,-0.00365481,0.00621421,1
2017-08-25,0.00096773,0.00613965,1
2017-08-28,-0.00274344,0.00600657,1
2017-08-29,0.00537628,0.00591748,1
2017-08-30,-0.00811554,0.00590371,1
2017-08-31,0.00560735,0.00607907,1
2017-09-01,0.00421575,0.00606438,1
2017-09-04,-0.0040028,0.00599741,1
2017-09-05,0.00683358,0.00594784,1
2017-09-06,0.00587811,0.0060029,1
2017-09-07,-0.00540719,0.00600568,1
2017-09-08,0.00203723,0.00601431,1
2017-09-11,0.00495061,0.00589838,1
2017-09-12,-0.00482663,0.0058683,1
2017-09-13,0.00281239,0.00586007,1
2017-09-14,-0.00183609,0.00576647,1
2017-09-15,0.00050732,0.00567033,1
2017-09-18,-0.00229241,0.00555915,1
2017-09-19,-0.00255106,0.00548424,1
2017-09-20,-0.00087518,0.00542014,1
2017-09-21,-0.00214371,0.00532828,1
2017-09-22,-0.0021296,0.00526325,1
2017-09-25,0.0010778,0.00520171,1
2017-09-26,-0.00136337,0.00511801,1
2017-09-27,0.00173697,0.00504963,1
2017-09-28,0.00208809,0.00498168,1
2017-09-29,-0.00282824,0.00492339,1
2017-10-02,0.00291432,0.00490227,1
2017-10-03,-0.0049752,0.00486742,1
2017-10-04,-0.00623175,0.00494214,1
2017-10-05,-0.01409719,0.00508411,1
2017-10-06,0.0106781,0.00595002,1
2017-10-09,0.00020494,0.00626975,1
2017-10-10,-0.01789349,0.00612851,1
2017-10-11,-0.01214774,0.00724428,1
2017-10-12,0.01530968,0.00758639,1
2017-10-13,0.01573092,0.00811105,1
2017-10-16,-0.01088881,0.00860753,1
2017-10-17,0.00567886,0.00872713,1
2017-10-18,0.00952594,0.00856026,1
2017-10-19,0.00635258,0.00856764,1
2017-10-20,0.00433689,0.00843195,1
2017-10-23,-0.00579035,0.00824232,1
2017-10-24,-0.00422236,0.00812619,1
2017-10-25,-0.0064174,0.00796461,1
2017-10-26,-0.01210447,0.00788992,1
2017-10-27,-0.00121726,0.00816007,1
2017-10-30,0.01048768,0.00793982,1
2017-10-31,-0.0032105,0.00805092,1
2017-11-01,0.0064477,0.00786742,1
2017-11-02,0.00464183,0.00777517,1
2017-11-03,0.01145677,0.00762654,1
2017-11-06,0.00049149,0.00783047,1
2017-11-07,-0.00249775,0.00761748,1
2017-11-08,0.00573827,0.00744013,1
2017-11-09,0.0150323,0.00734571,1
2017-11-10,-0.00714528,0.00787619,1
2017-11-13,0.00642643,0.00783987,1
2017-11-14,0.00842014,0.0077484,1
2017-11-15,-0.00253784,0.00775448,1
2017-11-16,0.01193012,0.00757135,1
2017-11-17,-0.00120106,0.00781508,1
2017-11-20,0.00751727,0.00761005,1
2017-11-21,-0.00507309,0.00758047,1
2017-11-22,-0.00051003,0.0074756,1
2017-11-23,0.00441733,0.00728048,1
2017-11-24,0.00603696,0.00715141,1
2017-11-27,-0.00601034,0.00708578,1
2017-11-28,-0.00772612,0.00704874,1
2017-11-29,0.00811112,0.00710125,1
2017-11-30,-0.00399001,0.00713782,1
2017-12-01,0.00163885,0.00702156,1
2017-12-04,-0.00190184,0.00685133,1
2017-12-05,-0.00400077,0.00670055,1
2017-12-06,0.00239217,0.00660903,1
2017-12-07,0.00018057,0.00646843,1
2017-12-08,0.00910533,0.00631763,1
2017-12-11,-0.00266427,0.00648038,1
2017-12-12,-0.00094045,0.00636357,1
2017-12-13,-0.00647789,0.00622393,1
2017-12-14,-0.00339927,0.00627078,1
2017-12-15,0.00161369,0.00618501,1
2017-12-18,0.00254215,0.00605498,1
2017-12-19,0.0110991,0.0059454,1
2017-12-20,-0.00127802,0.00630115,1
2017-12-21,0.0099585,0.00616844,1
2017-12-22,-0.00263823,0.00640707,1
2017-12-25,0.00318103,0.00629354,1
2017-12-26,-0.00208299,0.00618474,1
2017-12-27,-0.00426861,0.00607103,1
2017-12-28,0.00050683,0.00602669,1
2017-12-29,4.106e-05,0.00589751,1
2018-01-01,-0.00300788,0.00577489,1
2018-01-02,-0.0021281,0.00570631,1
2018-01-03,-0.000118,0.00561938,1
2018-01-04,0.00284127,0.00551142,1
2018-01-05,-0.00884152,0.00543805,1
2018-01-08,-0.00331121,0.0057167,1
2018-01-09,0.00866008,0.00566084,1
2018-01-10,-0.00566566,0.00585632,1
2018-01-11,-0.00896536,0.00588856,1
2018-01-12,-0.00081479,0.00612701,1
2018-01-15,0.00281483,0.00599788,1
2018-01-16,-0.00459026,0.00589683,1
2018-01-17,-0.00427277,0.00587658,1
2018-01-18,-0.00037655,0.00584486,1
2018-01-19,0.00673559,0.00572659,1
2018-01-22,0.00901101,0.00579389,1
2018-01-23,-0.00765532,0.00600111,1
2018-01-24,-0.00334505,0.00613651,1
2018-01-25,0.00035943,0.00605683,1
2018-01-26,0.00396899,0.00592599,1
2018-01-29,0.00189349,0.00585937,1
2018-01-30,0.01301049,0.00574943,1
2018-01-31,0.00569692,0.0063103,1
2018-02-01,0.00310305,0.00628401,1
2018-02-02,0.00141826,0.00617393,1
2018-02-05,-0.00691251,0.00604249,1
2018-02-06,-0.01290754,0.00612837,1
2018-02-07,-0.01166315,0.00668206,1
2018-02-08,0.01090897,0.00704842,1
2018-02-09,-0.00202834,0.00726843,1
2018-02-12,-0.00322834,0.00709951,1
2018-02-13,0.00391739,0.006964,1
2018-02-14,-0.0076537,0.00683789,1
2018-02-15,-0.00341707,0.00690267,1
2018-02-16,0.00070397,0.00678251,1
2018-02-19,-0.00335914,0.00661743,1
2018-02-20,-0.00018651,0.00651111,1
2018-02-21,-0.00677057,0.00635915,1
2018-02-22,-0.00387925,0.00641153,1
2018-02-23,0.00556886,0.00633273,1
2018-02-26,-0.00045843,0.00629955,1
2018-02-27,-0.00508367,0.00615915,1
2018-02-28,-0.0075876,0.00614238,1
2018-03-01,-0.0050904,0.00626088,1
2018-03-02,-0.00679875,0.00623759,1
2018-03-05,-0.00534113,0.00630108,1
2018-03-06,-0.00399399,0.00628613,1
2018-03-07,0.00469905,0.00621862,1
2018-03-08,0.00070877,0.00615888,1
2018-03-09,-0.00347014,0.0060237,1
2018-03-12,-0.01357004,0.00595447,1
2018-03-13,-0.00023264,0.00660248,1
2018-03-14,0.01463162,0.00644635,1
2018-03-15,-0.00263941,0.00706515,1
2018-03-16,0.0172064,0.00691767,1
2018-03-19,-0.00447666,0.00773277,1
2018-03-20,0.00749503,0.0075994,1
2018-03-21,-0.00681763,0.00756946,1
2018-03-22,-0.00305894,0.00753784,1
2018-03-23,0.00707981,0.00737603,1
2018-03-26,0.00194711,0.00734137,1
2018-03-27,-0.00342598,0.00715951,1
2018-03-28,0.00295524,0.007026,1
2018-03-29,-0.00802746,0.00687471,1
2018-03-30,-0.01323841,0.00695849,1
2018-04-02,-0.00432983,0.00742938,1
2018-04-03,-0.00933301,0.00730778,1
2018-04-04,0.00280432,0.00743675,1
2018-04-05,-0.0036094,0.00726274,1
2018-04-06,-0.0029549,0.00712876,1
2018-04-09,0.00494351,0.0069851,1
2018-04-10,-0.00391995,0.00688871,1
2018-04-11,-0.0004283,0.00678402,1
2018-04-12,0.00191066,0.00662026,1
2018-04-13,-0.01093722,0.00647222,1
2018-04-16,-0.00665684,0.00680229,1
2018-04-17,0.00310648,0.00681557,1
2018-04-18,0.00048975,0.00667789,1
2018-04-19,0.01036762,0.00651724,1
2018-04-20,0.01218409,0.00675048,1
2018-04-23,0.00215063,0.00710217,1
2018-04-24,-0.01068786,0.00693406,1
2018-04-25,-0.00026118,0.0071939,1
2018-04-26,-0.00444744,0.00701037,1
2018-04-27,-0.00738818,0.00691607,1
2018-04-30,0.01119966,0.00695982,1
2018-05-01,0.00119256,0.00721031,1
2018-05-02,-0.00774164,0.00702774,1
2018-05-03,0.00240502,0.00708275,1
2018-05-04,0.01318834,0.0069192,1
2018-05-07,0.00862454,0.00733686,1
2018-05-08,-0.00130835,0.00738419,1
2018-05-09,0.00596399,0.00719992,1
2018-05-10,-0.0024042,0.0071284,1
2018-05-11,0.00806091,0.006973,1
2018-05-14,-0.00806055,0.00701647,1
2018-05-15,0.00158332,0.00709081,1
2018-05-16,0.01293785,0.00691682,1
2018-05-17,0.0013428,0.00731294,1
2018-05-18,-0.00219474,0.00712671,1
2018-05-21,0.00495616,0.00696749,1
2018-05-22,-0.01387991,0.00687253,1
2018-05-23,-0.00510985,0.00741478,1
2018-05-24,-0.00265996,0.00732077,1
2018-05-25,0.00517149,0.00716102,1
2018-05-28,-0.00163287,0.00706238,1
2018-05-29,0.00398651,0.00689729,1
2018-05-30,-0.00395375,0.00677658,1
2018-05-31,-0.00393183,0.00667924,1
2018-06-01,-0.00495146,0.00658671,1
2018-06-04,0.00567589,0.00653657,1
2018-06-05,-0.01269439,0.00649468,1
2018-06-06,0.00232689,0.00697645,1
2018-06-07,0.00263119,0.00681684,1
2018-06-08,-0.00653121,0.00666995,1
2018-06-11,0.00898708,0.00668635,1
2018-06-12,0.00328941,0.00680816,1
2018-06-13,-0.00543716,0.00667483,1
2018-06-14,0.01506238,0.0066393,1
2018-06-15,0.0109466,0.00727263,1
2018-06-18,-0.00251305,0.0074737,1
2018-06-19,-0.01336279,0.00730356,1
2018-06-20,-0.00627126,0.0077422,1
2018-06-21,0.00015943,0.00767494,1
2018-06-22,-0.01101838,0.00746876,1
2018-06-25,-0.00176418,0.00769954,1
2018-06-26,0.01926831,0.00750641,1
2018-06-27,-0.00768249,0.00844937,1
2018-06-28,-0.00468799,0.00840121,1
2018-06-29,0.00680277,0.00823916,1
2018-07-02,0.00166089,0.00813918,1
2018-07-03,-0.0067304,0.00791843,1
2018-07-04,-0.01278277,0.00786027,1
2018-07-05,0.01360337,0.00818638,1
2018-07-06,0.00615351,0.00849557,1
2018-07-09,0.01706411,0.00835677,1
2018-07-10,0.00473141,0.00894421,1
2018-07-11,0.00183832,0.00873961,1
2018-07-12,7.929e-05,0.00849426,1
2018-07-13,0.01402224,0.00825253,1
2018-07-16,0.00657841,0.0085879,1
2018-07-17,-0.01001923,0.00845933,1
2018-07-18,0.00396726,0.00853671,1
2018-07-19,-0.00301315,0.00833346,1
2018-07-20,-0.00626158,0.00813229,1
2018-07-23,0.00207119,0.00804098,1
2018-07-24,5.448e-05,0.00782868,1
2018-07-25,0.01144875,0.00761585,1
2018-07-26,-0.00341242,0.00782021,1
2018-07-27,0.00126696,0.00765271,1
2018-07-30,-0.00224111,0.00745059,1
2018-07-31,0.00468411,0.00727656,1
2018-08-01,-0.00734495,0.00715562,1
2018-08-02,-0.00186415,0.00717921,1
2018-08-03,0.00442132,0.00701194,1
2018-08-06,0.00015217,0.00689745,1
2018-08-07,0.00714831,0.00672649,1
2018-08-08,0.00542674,0.00673969,1
2018-08-09,0.00866418,0.00667518,1
2018-08-10,-0.01153011,0.00677768,1
2018-08-13,0.00662703,0.00712172,1
2018-08-14,-0.00932749,0.00708309,1
2018-08-15,0.00817796,0.00723137,1
2018-08-16,-0.0060161,0.00726191,1
2018-08-17,-0.01140814,0.00721377,1
2018-08-20,-0.00173062,0.00749999,1
2018-08-21,-0.00298677,0.00731563,1
2018-08-22,0.00505303,0.00716326,1
2018-08-23,0.00393164,0.00706046,1
2018-08-24,-0.01349294,0.00692965,1
2018-08-27,0.00525204,0.00742771,1
2018-08-28,0.00359992,0.00731676,1
2018-08-29,0.00024493,0.00716464,1
2018-08-30,0.00073266,0.00698133,1
2018-08-31,0.00047702,0.0068071,1
2018-09-03,-0.00064019,0.00664038,1
2018-09-04,-0.00324946,0.00648476,1
2018-09-05,0.00965482,0.00638267,1
2018-09-06,0.00086159,0.00657742,1
2018-09-07,0.00919492,0.0064226,1
2018-09-10,0.00388623,0.00658166,1
2018-09-11,-0.00415499,0.00647527,1
2018-09-12,-0.00724292,0.00640206,1
2018-09-13,-0.00157552,0.00647782,1
2018-09-14,0.00168871,0.0063404,1
2018-09-17,-0.00726222,0.00620347,1
2018-09-18,-0.00095528,0.00629671,1
2018-09-19,-0.00767328,0.00616052,1
2018-09-20,-0.00752075,0.00628283,1
2018-09-21,0.00179415,0.00638506,1
2018-09-24,-0.00988881,0.00624714,1
2018-09-25,-0.00027568,0.00651809,1
2018-09-26,0.00206683,0.00636617,1
2018-09-27,0.00533715,0.00623275,1
2018-09-28,0.01313757,0.0061965,1
2018-10-01,0.00117432,0.0067044,1
2018-10-02,0.00513092,0.00654528,1
2018-10-03,0.00058131,0.00648142,1
2018-10-04,-0.00222709,0.00633025,1
2018-10-05,-0.00442606,0.00621179,1
2018-10-08,0.01181672,0.00616459,1
2018-10-09,0.0011989,0.00655543,1
2018-10-10,0.00115489,0.00640359,1
2018-10-11,0.00069987,0.00625876,1
2018-10-12,0.00200792,0.00611866,1
2018-10-15,0.00732551,0.00599693,1
2018-10-16,-0.01494326,0.00607566,1
2018-10-17,-0.0013469,0.00685183,1
2018-10-18,-0.0051073,0.00655476,2
2018-10-19,-0.00248793,0.00661496,2
2018-10-22,-0.00339005,0.00641655,2
2018-10-23,-0.00507597,0.00632299,2
2018-10-24,-0.00919818,0.00642801,2
2018-10-25,-0.00581488,0.00718246,2
2018-10-26,0.00653675,0.00720271,2
2018-10-29,-0.00220103,0.00723448,2
2018-10-30,-0.003397,0.00691437,2
2018-10-31,-0.00654956,0.0067303,2
2018-11-01,-0.00043583,0.00694802,2
2018-11-02,-0.00282129,0.00661069,2
2018-11-05,0.00072069,0.00643602,2
2018-11-06,0.00533829,0.00617774,2
2018-11-07,0.00234832,0.0062721,2
2018-11-08,0.00184226,0.00609103,2
2018-11-09,0.00503257,0.00591924,2
2018-11-12,0.00033333,0.00603237,2
2018-11-13,-0.00655649,0.00584053,2
2018-11-14,-0.00369978,0.00627225,2
2018-11-15,-0.00145869,0.00623479,2
2018-11-16,-0.00378603,0.00604666,2
2018-11-19,0.00445011,0.00606251,2
2018-11-20,-0.00225664,0.00608167,2
2018-11-21,-0.00359412,0.00596404,2
2018-11-22,0.00021433,0.0059775,2
2018-11-23,-0.00427301,0.0057953,2
2018-11-26,-0.00423716,0.00591652,2
2018-11-27,-0.0079534,0.00600767,2
2018-11-28,-0.00144371,0.00664014,2
2018-11-29,-0.00260721,0.00638195,2
2018-11-30,0.00658783,0.00623307,2
2018-12-03,0.00228077,0.00648162,2
2018-12-04,-0.00637345,0.00626081,2
2018-12-05,-0.00187416,0.00656036,2
2018-12-06,0.00061478,0.00633559,2
2018-12-07,-0.00610552,0.00609317,2
2018-12-10,-0.00025802,0.00639186,2
2018-12-11,-0.00321157,0.00614259,2
2018-12-12,-0.00122677,0.00608563,2
2018-12-13,0.00128723,0.00591418,2
2018-12-14,0.00639661,0.00575571,2
2018-12-17,-0.00509289,0.00608916,2
2018-12-18,-0.00086956,0.00624698,2
2018-12-19,-0.00270989,0.00603531,2
2018-12-20,0.00056344,0.0059581,2
2018-12-21,0.00224728,0.0057801,2
2018-12-24,-0.00393559,0.00568299,2
2018-12-25,-0.00711377,0.00579035,2
2018-12-26,0.00557092,0.00632986,2
